elapsed.time,NH3.bg,valve,NH3.DFC,date.time,days,treatment,group,NH3_corr,date.time.weather,date,time,temp,air.temp.K,air.flow,dfc.area,n,NH3.flux,cum.treat
0,151.5180245,2,806.3453471,9/18/24 6:00,0,0-bp,No acid,654.8273226,9/18/24 11:00,9/18/24,6,8.2,281.35,2280,0.38465,2.83636716083622e-08,2.354872433,0
3,115.9063896,2,191.8148423,9/18/24 9:00,0.125,0-bp,No acid,75.90845265,9/18/24 14:00,9/18/24,9,12.8,285.95,2280,0.38465,3.23506204022147e-09,0.268588585,236.1114916
5,67.77588608,2,111.5154676,9/18/24 11:00,0.208333333,0-bp,No acid,43.73958151,9/18/24 16:00,9/18/24,11,17.7,290.85,2280,0.38465,1.83268629128165e-09,0.152157396,261.3562504
8,46.73015656,2,52.15198792,9/18/24 14:00,0.333333333,0-bp,No acid,5.421831365,9/18/24 19:00,9/18/24,14,20,293.15,2280,0.38465,2.25392096428902e-10,0.018713009,276.7345869
10,56.11613161,2,38.2101172,9/18/24 16:00,0.416666667,0-bp,No acid,-17.90601441,9/18/24 21:00,9/18/24,16,19.6,292.75,2280,0.38465,-7.45E-10,-0.06188559,274.144232
13,37.74212274,2,30.77145357,9/18/24 19:00,0.541666667,0-bp,No acid,-6.970669171,9/19/24,9/18/24,19,15.3,288.45,2280,0.38465,-2.95E-10,-0.024450708,266.3739651
15,34.71204829,2,31.7086578,9/18/24 21:00,0.625,0-bp,No acid,-3.003390489,9/19/24 2:00,9/18/24,21,13.5,286.65,2280,0.38465,-1.28E-10,-0.010601013,264.2708618
18,35.07711194,2,30.41229895,9/19/24,0.75,0-bp,No acid,-4.66481299,9/19/24 5:00,9/19/24,0,12.2,285.35,2280,0.38465,-1.99E-10,-0.016540319,261.828142
20,63.67347194,2,37.7492156,9/19/24 3:00,0.833333333,0-bp,No acid,-25.92425634,9/19/24 8:00,9/19/24,3,9.5,282.65,2280,0.38465,-1.12E-09,-0.092799328,255.2677632
23,100.3607615,2,106.8036095,9/19/24 5:00,0.958333333,0-bp,No acid,6.442848012,9/19/24 10:00,9/19/24,5,10,283.15,2280,0.38465,2.77296186088481e-10,0.023022307,248.9878313
25,115.5013565,2,109.3796079,9/19/24 8:00,1.041666667,0-bp,No acid,-6.121748576,9/19/24 13:00,9/19/24,8,12.9,286.05,2280,0.38465,-2.61E-10,-0.021653148,249.0699808
28,76.76750531,2,86.38107455,9/19/24 10:00,1.166666667,0-bp,No acid,9.613569243,9/19/24 15:00,9/19/24,10,16.7,289.85,2280,0.38465,4.04197785672143e-10,0.033558216,250.1414369
30,44.52335491,2,47.39140905,9/19/24 13:00,1.25,0-bp,No acid,2.868054134,9/19/24 18:00,9/19/24,13,20.5,293.65,2280,0.38465,1.19025472762929e-10,0.009882,252.7478499
33,35.83584313,2,29.82608743,9/19/24 15:00,1.375,0-bp,No acid,-6.0097557,9/19/24 20:00,9/19/24,15,21.1,294.25,2280,0.38465,-2.49E-10,-0.020664641,251.7774122
35,33.75454402,2,24.87451252,9/19/24 18:00,1.458333333,0-bp,No acid,-8.880031497,9/19/24 23:00,9/19/24,18,16.6,289.75,2280,0.38465,-3.73E-10,-0.031008344,248.6770331
38,33.85091971,2,25.22297007,9/19/24 20:00,1.583333333,0-bp,No acid,-8.627949637,9/20/24 1:00,9/19/24,20,13.6,286.75,2280,0.38465,-3.67E-10,-0.030443297,243.1463854
41,33.25339855,2,24.86548211,9/19/24 23:00,1.708333333,0-bp,No acid,-8.387916438,9/20/24 4:00,9/19/24,23,12.5,285.65,2280,0.38465,-3.58E-10,-0.029710323,237.7325595
43,36.94946357,2,28.64638365,9/20/24 1:00,1.791666667,0-bp,No acid,-8.303079916,9/20/24 6:00,9/20/24,1,12,285.15,2280,0.38465,-3.55E-10,-0.029461398,234.1822562
46,49.55483685,2,35.18606138,9/20/24 4:00,1.916666667,0-bp,No acid,-14.36877547,9/20/24 9:00,9/20/24,4,11.7,284.85,2280,0.38465,-6.15E-10,-0.051037694,226.9373379
48,83.57935471,2,62.87392844,9/20/24 6:00,2,0-bp,No acid,-20.70542627,9/20/24 11:00,9/20/24,6,12.4,285.55,2280,0.38465,-8.84E-10,-0.073365102,219.4731701
51,99.01460652,2,88.6216441,9/20/24 9:00,2.125,0-bp,No acid,-10.39296243,9/20/24 14:00,9/20/24,9,13.2,286.35,2280,0.38465,-4.42E-10,-0.036722284,209.5653054
53,56.07377883,2,76.48379713,9/20/24 11:00,2.208333333,0-bp,No acid,20.4100183,9/20/24 16:00,9/20/24,11,14.1,287.25,2280,0.38465,8.65896397340837e-10,0.071890395,211.6753921
56,38.78268677,2,32.63270218,9/20/24 14:00,2.333333333,0-bp,No acid,-6.149984586,9/20/24 19:00,9/20/24,14,18.8,291.95,2280,0.38465,-2.57E-10,-0.021313416,216.2273202
58,34.86826006,2,29.6438794,9/20/24 17:00,2.416666667,0-bp,No acid,-5.224380658,9/20/24 22:00,9/20/24,17,18.8,291.95,2280,0.38465,-2.18E-10,-0.018105639,213.8621769
61,33.04587587,2,28.02044061,9/20/24 19:00,2.541666667,0-bp,No acid,-5.025435263,9/21/24,9/20/24,19,14.7,287.85,2280,0.38465,-2.13E-10,-0.01766424,210.6428878
63,32.64920688,2,28.17279586,9/20/24 22:00,2.625,0-bp,No acid,-4.476411013,9/21/24 3:00,9/20/24,22,12.9,286.05,2280,0.38465,-1.91E-10,-0.015833449,208.6330265
66,32.59760708,2,28.43073778,9/21/24,2.75,0-bp,No acid,-4.166869299,9/21/24 5:00,9/21/24,0,11.7,284.85,2280,0.38465,-1.78E-10,-0.014800663,205.8759565
68,46.97753263,2,34.87436443,9/21/24 3:00,2.833333333,0-bp,No acid,-12.1031682,9/21/24 8:00,9/21/24,3,11.3,284.45,2280,0.38465,-5.19E-10,-0.043050742,202.4048722
71,91.49404421,2,94.80450179,9/21/24 5:00,2.958333333,0-bp,No acid,3.310457576,9/21/24 10:00,9/21/24,5,11.1,284.25,2280,0.38465,1.41928668763903e-10,0.011783521,199.5908222
73,101.3799629,2,106.0518691,9/21/24 8:00,3.041666667,0-bp,No acid,4.671906209,9/21/24 13:00,9/21/24,8,11.8,284.95,2280,0.38465,1.99805772090905e-10,0.016588723,201.2931569
76,68.19797022,2,77.69653527,9/21/24 10:00,3.166666667,0-bp,No acid,9.498565041,9/21/24 15:00,9/21/24,10,14,287.15,2280,0.38465,4.0311759674835e-10,0.033468534,205.7983101
78,45.13048757,2,41.39281778,9/21/24 13:00,3.25,0-bp,No acid,-3.737669788,9/21/24 18:00,9/21/24,13,20.2,293.35,2280,0.38465,-1.55E-10,-0.012891467,207.0329341
81,32.4939601,2,27.28742972,9/21/24 15:00,3.375,0-bp,No acid,-5.206530384,9/21/24 20:00,9/21/24,15,20.9,294.05,2280,0.38465,-2.16E-10,-0.017914914,204.2603597
84,31.6417663,2,21.52112842,9/21/24 18:00,3.5,0-bp,No acid,-10.12063788,9/21/24 23:00,9/21/24,18,16.8,289.95,2280,0.38465,-4.25E-10,-0.035316063,199.4695717
86,28.96441389,2,20.29080901,9/21/24 20:00,3.583333333,0-bp,No acid,-8.673604879,9/22/24 1:00,9/21/24,20,14,287.15,2280,0.38465,-3.68E-10,-0.030561758,195.5169025
89,29.29231446,2,21.23408291,9/21/24 23:00,3.708333333,0-bp,No acid,-8.058231545,9/22/24 4:00,9/21/24,23,12.7,285.85,2280,0.38465,-3.44E-10,-0.028522597,190.1993106
91,36.33924489,2,19.51317594,9/22/24 1:00,3.791666667,0-bp,No acid,-16.82606895,9/22/24 6:00,9/22/24,1,11,284.15,2280,0.38465,-7.22E-10,-0.0599132,184.8931628
94,69.86798914,2,85.79929235,9/22/24 4:00,3.916666667,0-bp,No acid,15.9313032,9/22/24 9:00,9/22/24,4,10.8,283.95,2280,0.38465,6.83741603457813e-10,0.056767131,184.6100166
96,82.32324524,2,82.45922827,9/22/24 6:00,4,0-bp,No acid,0.135983028,9/22/24 11:00,9/22/24,6,9.4,282.55,2280,0.38465,5.86505343199739e-12,0.000486942,188.0452609
99,71.62249643,2,74.06533773,9/22/24 9:00,4.125,0-bp,No acid,2.442841305,9/22/24 14:00,9/22/24,9,14.5,287.65,2280,0.38465,1.03493590040105e-10,0.008592477,188.8624086
101,41.99631389,2,53.6488924,9/22/24 12:00,4.208333333,0-bp,No acid,11.65257851,9/22/24 17:00,9/22/24,12,18.5,291.65,2280,0.38465,4.86903204628406e-10,0.040424771,191.8034435
104,29.88306493,2,24.05460518,9/22/24 14:00,4.333333333,0-bp,No acid,-5.828459743,9/22/24 19:00,9/22/24,14,19.5,292.65,2280,0.38465,-2.43E-10,-0.020150823,193.6280988
106,33.61462152,2,19.54974408,9/22/24 17:00,4.416666667,0-bp,No acid,-14.06487745,9/22/24 22:00,9/22/24,17,17.3,290.45,2280,0.38465,-5.90E-10,-0.048995036,189.4793473
109,28.96056009,2,19.74005781,9/22/24 19:00,4.541666667,0-bp,No acid,-9.220502278,9/23/24,9/22/24,19,13.9,287.05,2280,0.38465,-3.91E-10,-0.032500088,182.1447861
111,26.46899733,2,18.20142788,9/22/24 22:00,4.625,0-bp,No acid,-8.267569453,9/23/24 3:00,9/22/24,22,11.8,284.95,2280,0.38465,-3.54E-10,-0.029355988,178.4334215
114,27.69062098,2,18.00684463,9/23/24,4.75,0-bp,No acid,-9.683776353,9/23/24 5:00,9/23/24,0,10.5,283.65,2280,0.38465,-4.16E-10,-0.034542159,172.6825883
116,35.89546699,2,26.31835005,9/23/24 3:00,4.833333333,0-bp,No acid,-9.577116941,9/23/24 8:00,9/23/24,3,8.1,281.25,2280,0.38465,-4.15E-10,-0.034453216,168.5428657
119,60.29847465,2,45.42725055,9/23/24 5:00,4.958333333,0-bp,No acid,-14.8712241,9/23/24 10:00,9/23/24,5,8.1,281.25,2280,0.38465,-6.44E-10,-0.053498512,160.6272102
0,151.5180245,6,993.724206,9/18/24 7:00,0,0-bp,No acid,842.2061815,9/18/24 12:00,9/18/24,7,9.2,282.35,2280,0.38465,3.63507360054718e-08,3.017992427,0
3,115.9063896,6,163.374567,9/18/24 9:00,0.125,0-bp,No acid,47.46817735,9/18/24 14:00,9/18/24,9,12.8,285.95,2280,0.38465,2.02299603401869e-09,0.167957719,286.7355132
5,67.77588608,6,89.60662212,9/18/24 12:00,0.208333333,0-bp,No acid,21.83073603,9/18/24 17:00,9/18/24,12,18.8,291.95,2280,0.38465,9.1126035159359e-10,0.075656703,301.3523785
8,46.73015656,6,50.15786039,9/18/24 14:00,0.333333333,0-bp,No acid,3.427703828,9/18/24 19:00,9/18/24,14,20,293.15,2280,0.38465,1.42493799552228e-10,0.01183044,309.2262214
10,56.11613161,6,43.6654422,9/18/24 17:00,0.416666667,0-bp,No acid,-12.45068941,9/18/24 22:00,9/18/24,17,18.6,291.75,2280,0.38465,-5.20E-10,-0.043178748,307.3453229
13,37.74212274,6,35.38056335,9/18/24 19:00,0.541666667,0-bp,No acid,-2.361559391,9/19/24,9/18/24,19,15.3,288.45,2280,0.38465,-9.98E-11,-0.008283537,302.7137172
15,34.71204829,6,40.27885734,9/18/24 22:00,0.625,0-bp,No acid,5.566809051,9/19/24 3:00,9/18/24,22,12.9,286.05,2280,0.38465,2.37163007234501e-10,0.01969028,303.3981217
18,35.07711194,6,38.18063787,9/19/24 1:00,0.75,0-bp,No acid,3.103525933,9/19/24 6:00,9/19/24,1,10.8,283.95,2280,0.38465,1.33197502471633e-10,0.011058622,306.1655229
20,63.67347194,6,60.25244632,9/19/24 3:00,0.833333333,0-bp,No acid,-3.421025622,9/19/24 8:00,9/19/24,3,9.5,282.65,2280,0.38465,-1.47E-10,-0.012246017,306.0942792
23,100.3607615,6,98.45628978,9/19/24 6:00,0.958333333,0-bp,No acid,-1.90447173,9/19/24 11:00,9/19/24,6,10.2,283.35,2280,0.38465,-8.19E-11,-0.006800468,304.3800956
25,115.5013565,6,97.14462349,9/19/24 8:00,1.041666667,0-bp,No acid,-18.35673298,9/19/24 13:00,9/19/24,8,12.9,286.05,2280,0.38465,-7.82E-10,-0.064929335,300.0763074
28,76.76750531,6,74.7581924,9/19/24 11:00,1.166666667,0-bp,No acid,-2.009312907,9/19/24 16:00,9/19/24,11,18.7,291.85,2280,0.38465,-8.39E-11,-0.00696587,293.6057389
30,44.52335491,6,42.80914289,9/19/24 13:00,1.25,0-bp,No acid,-1.714212025,9/19/24 18:00,9/19/24,13,20.5,293.65,2280,0.38465,-7.11E-11,-0.005906389,292.8334034
33,35.83584313,6,29.99256273,9/19/24 16:00,1.375,0-bp,No acid,-5.8432804,9/19/24 21:00,9/19/24,16,20.5,293.65,2280,0.38465,-2.42E-10,-0.020133266,290.4898344
35,33.75454402,6,28.79595381,9/19/24 18:00,1.458333333,0-bp,No acid,-4.95859021,9/19/24 23:00,9/19/24,18,16.6,289.75,2280,0.38465,-2.09E-10,-0.017314992,288.242939
38,33.85091971,6,30.06429173,9/19/24 21:00,1.583333333,0-bp,No acid,-3.786627973,9/20/24 2:00,9/19/24,21,12.9,286.05,2280,0.38465,-1.61E-10,-0.013393627,285.4791633
41,33.25339855,6,32.23413152,9/19/24 23:00,1.708333333,0-bp,No acid,-1.019267032,9/20/24 4:00,9/19/24,23,12.5,285.65,2280,0.38465,-4.35E-11,-0.003610283,283.9488114
43,36.94946357,6,38.50504135,9/20/24 2:00,1.791666667,0-bp,No acid,1.555577783,9/20/24 7:00,9/20/24,2,11.3,284.45,2280,0.38465,6.66451223846395e-11,0.005533161,284.064184
46,49.55483685,6,55.41548261,9/20/24 4:00,1.916666667,0-bp,No acid,5.860645755,9/20/24 9:00,9/20/24,4,11.7,284.85,2280,0.38465,2.50733188543321e-10,0.020816934,286.4356926
48,83.57935471,6,87.48606001,9/20/24 7:00,2,0-bp,No acid,3.906705306,9/20/24 12:00,9/20/24,7,12.6,285.75,2280,0.38465,1.66612272992372e-10,0.013832858,288.5146801
51,99.01460652,6,103.0392184,9/20/24 9:00,2.125,0-bp,No acid,4.024611897,9/20/24 14:00,9/20/24,9,13.2,286.35,2280,0.38465,1.71281080977069e-10,0.014220483,291.0394808
53,56.07377883,6,64.40075922,9/20/24 12:00,2.208333333,0-bp,No acid,8.326980394,9/20/24 17:00,9/20/24,12,15.3,288.45,2280,0.38465,3.5180302931e-10,0.029208181,293.6452006
56,38.78268677,6,34.47822986,9/20/24 15:00,2.333333333,0-bp,No acid,-4.304456912,9/20/24 20:00,9/20/24,15,19.5,292.65,2280,0.38465,-1.79E-10,-0.014881865,294.934569
58,34.86826006,6,36.60299125,9/20/24 17:00,2.416666667,0-bp,No acid,1.734731191,9/20/24 22:00,9/20/24,17,18.8,291.95,2280,0.38465,7.24112898849096e-11,0.006011893,294.4023707
