"","interval_start","interval_end","location","mean_temp","sd_temp","n_obs"
"1",2024-09-18 12:30:00,2024-09-18 15:00:00,"Inside",21.4002314453125,1.22207575141556,30
"2",2024-09-18 15:00:00,2024-09-18 17:30:00,"Inside",20.2476409505208,0.975517354711702,30
"3",2024-09-18 17:30:00,2024-09-18 20:00:00,"Inside",17.34614453125,0.867321383404595,30
"4",2024-09-18 20:00:00,2024-09-18 22:30:00,"Inside",14.900822265625,0.489736175803437,30
"5",2024-09-18 22:30:00,2024-09-19 01:00:00,"Inside",12.6957421875,0.660106709746782,30
"6",2024-09-19 01:00:00,2024-09-19 03:30:00,"Inside",11.4759410807292,0.200804971587021,30
"7",2024-09-19 03:30:00,2024-09-19 06:00:00,"Inside",11.0898375651042,0.283828363070245,30
"8",2024-09-19 06:00:00,2024-09-19 08:30:00,"Inside",11.2785992838542,0.338451809734355,30
"9",2024-09-19 08:30:00,2024-09-19 11:00:00,"Inside",14.1772356770833,1.42430425671831,30
"10",2024-09-19 11:00:00,2024-09-19 13:30:00,"Inside",17.4305152994792,0.550026108834673,30
"11",2024-09-19 13:30:00,2024-09-19 16:00:00,"Inside",19.6069951171875,1.06179624847081,30
"12",2024-09-19 16:00:00,2024-09-19 18:30:00,"Inside",19.1794212239583,1.16716542780165,30
"13",2024-09-19 18:30:00,2024-09-19 21:00:00,"Inside",15.6801793619792,1.00184810314207,30
"14",2024-09-19 21:00:00,2024-09-19 23:30:00,"Inside",13.3421080729167,0.602918621657651,30
"15",2024-09-19 23:30:00,2024-09-20 02:00:00,"Inside",12.7314925130208,0.22842423557594,30
"16",2024-09-20 02:00:00,2024-09-20 04:30:00,"Inside",12.2224078776042,0.559974447179938,30
"17",2024-09-20 04:30:00,2024-09-20 07:00:00,"Inside",12.43833984375,0.39895693041982,30
"18",2024-09-20 07:00:00,2024-09-20 09:30:00,"Inside",13.1233160807292,0.205429205011237,30
"19",2024-09-20 09:30:00,2024-09-20 12:00:00,"Inside",14.0270843098958,0.328170019967435,30
"20",2024-09-20 12:00:00,2024-09-20 14:30:00,"Inside",15.9761920572917,1.08018856768896,30
"21",2024-09-20 14:30:00,2024-09-20 17:00:00,"Inside",19.1508209635417,1.00741032174581,30
"22",2024-09-20 17:00:00,2024-09-20 19:30:00,"Inside",17.8151888020833,0.864516803533083,30
"23",2024-09-20 19:30:00,2024-09-20 22:00:00,"Inside",14.9279925130208,0.551754136808324,30
"24",2024-09-20 22:00:00,2024-09-21 00:30:00,"Inside",13.9841839192708,0.295398531857124,30
"25",2024-09-21 00:30:00,2024-09-21 03:00:00,"Inside",12.9703046875,0.232422439464326,30
"26",2024-09-21 03:00:00,2024-09-21 05:30:00,"Inside",12.549880859375,0.100515671742886,30
"27",2024-09-21 05:30:00,2024-09-21 08:00:00,"Inside",12.2853284505208,0.11077788087355,30
"28",2024-09-21 08:00:00,2024-09-21 10:30:00,"Inside",12.9173942057292,0.499930109105542,30
"29",2024-09-21 10:30:00,2024-09-21 13:00:00,"Inside",16.2150042317708,1.15353307124455,30
"30",2024-09-21 13:00:00,2024-09-21 15:30:00,"Inside",19.208021484375,0.934510292777623,30
"31",2024-09-21 15:30:00,2024-09-21 18:00:00,"Inside",19.6670556640625,1.0570878866678,30
"32",2024-09-21 18:00:00,2024-09-21 20:30:00,"Inside",16.5167369791667,0.966199071452946,30
"33",2024-09-21 20:30:00,2024-09-21 23:00:00,"Inside",14.0914348958333,0.614883810082,30
"34",2024-09-21 23:00:00,2024-09-22 01:30:00,"Inside",12.0937067057292,0.644095674905332,30
"35",2024-09-22 01:30:00,2024-09-22 04:00:00,"Inside",11.485951171875,0.312705401137153,30
"36",2024-09-22 04:00:00,2024-09-22 06:30:00,"Inside",11.47737109375,0.387596390260614,30
"37",2024-09-22 06:30:00,2024-09-22 09:00:00,"Inside",10.507822265625,0.502578358714436,30
"38",2024-09-22 09:00:00,2024-09-22 11:30:00,"Inside",14.6562900390625,1.73872644088391,30
"39",2024-09-22 11:30:00,2024-09-22 14:00:00,"Inside",17.2746438802083,0.802982817006681,30
"40",2024-09-22 14:00:00,2024-09-22 16:30:00,"Inside",18.8144104003906,0.483700715260197,8
"41",2024-09-18 12:30:00,2024-09-18 15:00:00,"Outside",19.4185026041667,0.72419320464778,30
"42",2024-09-18 15:00:00,2024-09-18 17:30:00,"Outside",18.444765625,0.433549543079092,30
"43",2024-09-18 17:30:00,2024-09-18 20:00:00,"Outside",16.5697955729167,1.10179513701412,30
"44",2024-09-18 20:00:00,2024-09-18 22:30:00,"Outside",13.882609375,0.552959817421346,30
"45",2024-09-18 22:30:00,2024-09-19 01:00:00,"Outside",11.7691559244792,0.576842616726019,30
"46",2024-09-19 01:00:00,2024-09-19 03:30:00,"Outside",10.8795185546875,0.321618652709228,30
"47",2024-09-19 03:30:00,2024-09-19 06:00:00,"Outside",10.6105475260417,0.319106502438723,30
"48",2024-09-19 06:00:00,2024-09-19 08:30:00,"Outside",11.1904606119792,0.557932460105023,30
"49",2024-09-19 08:30:00,2024-09-19 11:00:00,"Outside",15.8203756510417,2.13237029219807,30
"50",2024-09-19 11:00:00,2024-09-19 13:30:00,"Outside",18.5021565755208,0.594002471616646,30
"51",2024-09-19 13:30:00,2024-09-19 16:00:00,"Outside",19.5368444010417,0.589198996024355,30
"52",2024-09-19 16:00:00,2024-09-19 18:30:00,"Outside",18.3784684244792,0.799560091037738,30
"53",2024-09-19 18:30:00,2024-09-19 21:00:00,"Outside",14.8255771484375,1.04278744210778,30
"54",2024-09-19 21:00:00,2024-09-19 23:30:00,"Outside",12.5268294270833,0.587872719440647,30
"55",2024-09-19 23:30:00,2024-09-20 02:00:00,"Outside",11.8779365234375,0.371488339638375,30
"56",2024-09-20 02:00:00,2024-09-20 04:30:00,"Outside",11.6270087890625,0.50079999870834,30
"57",2024-09-20 04:30:00,2024-09-20 07:00:00,"Outside",12.3054456380208,0.366860510555467,30
"58",2024-09-20 07:00:00,2024-09-20 09:30:00,"Outside",13.1778232421875,0.329658797857134,30
"59",2024-09-20 09:30:00,2024-09-20 12:00:00,"Outside",14.5682034505208,0.457497209666471,30
"60",2024-09-20 12:00:00,2024-09-20 14:30:00,"Outside",16.9906321614583,0.998381259346201,30
"61",2024-09-20 14:30:00,2024-09-20 17:00:00,"Outside",18.4161624348958,0.455150038596981,30
"62",2024-09-20 17:00:00,2024-09-20 19:30:00,"Outside",17.0071344401042,0.892582702779475,30
"63",2024-09-20 19:30:00,2024-09-20 22:00:00,"Outside",14.303337890625,0.395206672431101,30
"64",2024-09-20 22:00:00,2024-09-21 00:30:00,"Outside",13.621328125,0.30717302273085,30
"65",2024-09-21 00:30:00,2024-09-21 03:00:00,"Outside",12.6951669921875,0.246087696378569,30
"66",2024-09-21 03:00:00,2024-09-21 05:30:00,"Outside",12.3535221354167,0.183090335246263,30
"67",2024-09-21 05:30:00,2024-09-21 08:00:00,"Outside",12.1167877604167,0.188472914774906,30
"68",2024-09-21 08:00:00,2024-09-21 10:30:00,"Outside",13.6868128255208,0.888758760474988,30
"69",2024-09-21 10:30:00,2024-09-21 13:00:00,"Outside",16.51934375,0.718915464870368,30
"70",2024-09-21 13:00:00,2024-09-21 15:30:00,"Outside",18.9047652994792,0.797401062344823,30
"71",2024-09-21 15:30:00,2024-09-21 18:00:00,"Outside",18.50301953125,0.763206143973945,30
"72",2024-09-21 18:00:00,2024-09-21 20:30:00,"Outside",15.6059173177083,1.01412290779265,30
"73",2024-09-21 20:30:00,2024-09-21 23:00:00,"Outside",13.2122259114583,0.61293038521481,30
"74",2024-09-21 23:00:00,2024-09-22 01:30:00,"Outside",11.4744908854167,0.591564948242907,30
"75",2024-09-22 01:30:00,2024-09-22 04:00:00,"Outside",11.123349609375,0.358546066372855,30
"76",2024-09-22 04:00:00,2024-09-22 06:30:00,"Outside",11.1154231770833,0.390529407638866,30
"77",2024-09-22 06:30:00,2024-09-22 09:00:00,"Outside",10.66894140625,0.869154879031521,30
"78",2024-09-22 09:00:00,2024-09-22 11:30:00,"Outside",16.242658203125,2.13152905460689,30
"79",2024-09-22 11:30:00,2024-09-22 14:00:00,"Outside",17.7938365885417,0.741766635612568,30
"80",2024-09-22 14:00:00,2024-09-22 16:30:00,"Outside",18.7614880371094,0.465318128163281,8
